human_gene	chicken_gene
IFNB1	IFNW1
IFNW1	IFNKL1
IFNW1	IFNA3
IFNW1	IFNW1
IFNA21	IFNKL1
IFNA21	IFNA3
IFNA21	IFNW1
DUOX2	DUOX1
SLC9A3	SLC9A3
MLC1	MLC1
IFIT1B	IFIT5
IFIT1	IFIT5
TRAPPC3L	TRAPPC3L
TAAR2	TAAR2
PERP	PERPA
PERP	PERPB
SORCS3	SORCS3
SYCN	SYCN
CH25H	CH25H
OPRM1	OPRM1
IFIT3	IFIT5
SPMIP6	C9orf24
BNC1	BNC1
MID1	MID1
SOX18	SOX18
ARID5B	ARID5B
ONECUT1	ONECUT1
TMC3	TMC3
SVEP1	CR1
INSM2	INSM2
MSS51	MSS51
UTP3	UTP3
MZB1	MZB1
RPL21	RPL21
ESR2	ESR2
MED26	MED26
IFNL2	IFNL3
IFNL2	IFNL3A
HTR1A	HTR1A
TWNK	TWNK
TRPC7	TRPC7
GIMD1	GIMD1
MUSK	MUSK
NUDT6	NUDT6
TMEM70	TMEM70
MIR211	gga-mir-204-2
IFIT2	IFIT5
DHDH	DHDH
U7	U7
CHAT	CHAT
PPP1R42	PPP1R42
MOB1B	MOB1B
ALG5	ALG5
SERINC4	SERINC4
CD72	CD72
CD72	CD72L1
CD72	CD72L2
PURG	PURG
SLC9A8	SLC9A8
ALKAL1	ALKAL1
HAND2	HAND2
UBE2QL1	UBE2QL1
C1QTNF6	C1QTNF6
MED28	MED28
GABRA6	GABRA6
ZSWIM1	ZSWIM1
RNU6-449P	U6
APCDD1L	APCDD1L
LCN9	EXFABP
MAPK11	MAPK11
CHMP4C	CHMP4C
UNC13C	UNC13C
POLR3F	POLR3F
LHX2	LHX2
POLR2B	POLR2B
BORA	BORA
DOCK8	DOCK8
DNTTIP1	DNTTIP1
IMP3	IMP3
GOLGA7	GOLGA7
SSC5D	PIT54
SSC5D	CD163L
SSC5D	DMBT1
SSC5D	NTL
SCARNA14	SCARNA14
NDUFA2	NDUFA2
SLC18A3	SLC18A3
SNAPC5	SNAPC5
SERTM1	SERTM1
HMX2	HMX2
RB1	RB1
DND1	DND1
RALGAPA1	RALGAPA1
FAM107B	FAM107B
SNORD16	SNORD16
GOLGA8H	GOLGA2
IMPG1	IMPG1
SLC24A5	SLC24A5
APC2	APC2
NHSL2	NHSL2
SOWAHB	SOWAHB
IL1RAPL1	IL1RAPL1
SLC12A1	SLC12A1
FAT4	FAT4
NXF3	NXF1
FBXO5	FBXO5
LPAR6	LPAR6
ZC2HC1B	ZC2HC1B
MRPL39	MRPL39
VWA8	VWA8
SERPIND1	SERPIND1
PDE7B	PDE7B
POU4F2	POU4F2
SULT4A1	SULT4A1
IL1RAPL2	IL1RAPL2
IL21	IL21
IMPACT	IMPACT
UBE2NL	UBE2N
TULP4	TULP4
BPIFB2	BPIFB2
BBS12	BBS12
GLA	GLA
NAT8L	NAT8L
ADA2	CECR1
NKX1-1	NKX1-1
PYURF	PYURF
PIGY	PIGY
CPEB2	CPEB2
AIG1	AIG1
TLDC2	TLDC2
PHLPP1	PHLPP1
RDH8	RDH8
B3GALT9	B3GNT10
EPCIP	C21orf62
ACER2	ACER2
TLX3	TLX3
DMTN	DMTN
URB1	URB1
FOXI1	FOXI1
OLIG3	OLIG3
MLANA	MLANA
DACT2	DACT2
PURA	PURA
EDN3	EDN3
SFR1	SFR1
SLC35F1	SLC35F1
CTDP1	CTDP1
MBLAC2	MBLAC2
S1PR2	S1PR2
FGF8	FGF8
CEP120	CEP120
HTR2A	HTR2A
MIR199B	gga-mir-199-1
NR4A3	NR4A3
RNU6-155P	U6
PHF11	PHF11
SNORD101	SNORD101
SNORD100	SNORD100
MIR363	gga-mir-363
MIR20B	gga-mir-20b
CRLF2	CRLF2
CYP24A1	CYP24A1
IQCM	IQCM
GJA10	GJA10
LHX6	LHX6
TECTB	TECTB
CASP8AP2	CASP8AP2
PCDH18	PCDH18
GOLGA8F	GOLGA2
JAM2	JAM2
MIR107	gga-mir-107
ASIC5	ASIC5
TBPL1	TBPL1
CTNNA3	CTNNA3
PIK3IP1	PIK3IP1
TENM1	TENM1
GEMIN5	GEMIN5
RAB22A	RAB22A
HERC2	HERC2
GCM1	GCM1
MSANTD1	MSANTD1
TNFRSF11A	TNFRSF11A
TTLL2	UNC93A
COQ2	COQ2
MEI1	MEI1
ENOX1	ENOX1
CHMP4B	CHMP4B
WDR4	WDR4
TFAP2D	TFAP2D
PXDC1	PXDC1
CST7	CST7
LCN1	EXFABP
LRRC70	LRRC70
ANXA10	ANXA10
NFATC2	NFATC2
IL12RB1	IL12RB1
EPM2A	EPM2A
ADAM12	ADAM12
MECP2	MECP2
BRD8	BRD8
WASHC1	WASHC1
CHADL	CHADL
SNORA75	SNORA75
CCKAR	CCKAR
SWI5	SWI5
UQCR10	UQCR10
TXNL1	TXNL1
MGAT4D	MGAT4D
CRKL	CRKL
LGALS1	LGALS1A
TLNRD1	MESDC1
IFNA17	IFNKL1
IFNA17	IFNA3
IFNA17	IFNW1
INAFM2	INAFM2
IFNA14	IFNKL1
IFNA14	IFNA3
IFNA14	IFNW1
IFNA5	IFNKL1
IFNA5	IFNA3
IFNA5	IFNW1
MAK	MAK
CHST14	CHST14
IFNA2	IFNKL1
IFNA2	IFNA3
IFNA2	IFNW1
RRH	RRH
JUND	JUND
IFNA8	IFNKL1
IFNA8	IFNA3
IFNA8	IFNW1
MYO5A	MYO5A
IFNA1	IFNKL1
IFNA1	IFNA3
IFNA1	IFNW1
MIR31	gga-mir-31
IFNE	IFNKL1
IFNE	IFNA3
IFNE	IFNW1
MPPED1	MPPED1
ANKRD20A1	ANKRD26
PPP4R3C	PPP4R3B
BMP15	BMP15
DMAC2	ATP5SL
SPIN3	SPIN1
SPIN3	SPIN1L
DPF3	DPF3
DDTL	DDTL
TNFRSF13C	TNFRSF13C
MIOX	MIOX
MTTP	MTTP
LAMA1	LAMA1
CDKN2A	CDKN2B
GCM2	GCM2
ANGPT4	ANGPT4
SFMBT2	SFMBT2
NGB	NGB
RNASE3	RNASE6
RNASE3	RSFR
RNU7-151P	U7
MEA1	MEA1
CPNE1	CPNE1
EPGN	EPGN
ASMT	ASMT
ATP10A	ATP10A
CARD10	CARD10
PTTG1IP	PTTG1IP
AGO2	AGO2
GUCA1B	GUCA1B
CRYBG1	AIM1
CBLL2	CBLL1
CRYZL1	CRYZL1
IFNK	IFNKL1
IFNK	IFNA3
IFNK	IFNW1
DCUN1D2	DCUN1D2
ZNF414	ZNF414
NOX3	NOX3
LINGO2	LINGO2
TLX1	TLX1
STBD1	STBD1
SHC3	SHC3
CALHM1	CALHM1
MIR367	gga-mir-367
CALHM3	CALHM3
MIR302A	gga-mir-302a
MIR302C	gga-mir-302c
KNSTRN	KNSTRN
SGCG	SGCG
ARSJ	ARSJ
FGF20	FGF20
OPN4	OPN4
DMP1	IBSP
SULT2B1	SULT2B1
ATOH7	ATOH7
PRR18	PRR18
TACR2	TACR2
CILK1	ICK
APBA1	APBA1
CEBPD	CEBPD
CAMK1D	CAMK1D
PROX2	PROX2
ZNF703	ZNF703
SLC16A8	SLC16A8
HSPA2	HSPA2
TOR1A	TOR1A
NKX2-1	NKX2-1
JMJD1C	JMJD1C
ADRB3	ADRB3
ALPK2	ALPK2
HTT	HTT
NOL12	NOL12
WASF3	WASF3
PTPDC1	PTPDC1
CHRNA2	CHRNA2
NCR2	TREMB1
SNORD63	SNORD63
GOLGA8M	GOLGA2
GP1BB	GP1BB
GLRA1	GLRA1
SLC7A4	SLC7A4
H3C2	H3C33
H3C3	H3C33
H1-6	H1-010
H1-6	H1-01
SHF	SHF
MIRLET7A1	gga-let-7a-1
MIRLET7D	gga-let-7d
GALR3	MCHR2
DAB2IP	DAB2IP
DNAJC28	DNAJC28
KIAA1671	KIAA1671
ESCO2	ESCO2
VASH1	VASH1
MYPN	MYPN
SLC45A2	SLC45A2
SNORD117	SNORD83
SNORD84	SNORD83
NR2E3	NR2E3
CSF2RB	CRCBL
CSF2RB	CSF2RB
IRF2BPL	C5H14orf4
ADRB2	ADRB2
JAKMIP3	JAKMIP3
ZDHHC20	ZDHHC20
FNDC9	FNDC9
IFNA13	IFNKL1
IFNA13	IFNA3
IFNA13	IFNW1
TLR4	TLR4
ADAM7	ADAM9L
NIPAL4	NIPAL4
GOLGA8G	GOLGA2
PRKD1	PRKD1
MYMK	TMEM8C
UGGT2	UGGT2
ANKRD18B	ANKRD26
MSH5	MSH5
DGCR6L	DGCR6
TCF4	TCF4
DIO2	DIO2
SCAF4	SCAF4
NID2	NID2
RRS1	RRS1
BICD2	BICD2
ISL2	ISL2
ARSI	ARSI
EGR1	EGR1
C4orf54	C4H4orf54
VXN	C2H8ORF46
PVALB	PVALB
CXCL13	CXCL13
CXCL13	CXCL13L2
CXCL13	CXCL13L3
THSD4	THSD4
DIRAS2	DIRAS2
PPP1R2B	PPP1R2
EFNA5	EFNA5
TBC1D2	TBC1D2
BLTP1	KIAA1109
GRXCR2	GRXCR2
AK6	AK6
TAFA5	FAM19A5
ZNF704	ZNF704
CCDC88C	CCDC88B
HSCB	HSCB
MIR190A	gga-mir-190a
MESP1	MESP2
MESP1	MESP1
PABIR1	PABIR3
AZIN1	AZIN1
STC2	STC2
LRRTM3	LRRTM3
TAF3	TAF3
ADRA2A	ADRA2A
DCP2	DCP2
EGR2	KROX20
CDC42EP1	CDC42EP1
RGS3	RGS3
RPRD1B	RPRD1B
FRMPD2	FRMPD2
PLA2G4D	PLA2G4B
PLA2G4D	PLA2G4EL6
PLA2G4D	PLA2G4EL2
TFAP2C	TFAP2C
PHF5A	PHF5A
PLA2G4E	PLA2G4B
PLA2G4E	PLA2G4EL6
PLA2G4E	PLA2G4EL2
DNAH5	DNAH5
CTNNBL1	CTNNBL1
UFD1	UFD1
LACTB	LACTB
CTXN1	CTXN1
MEX3B	MEX3B
CHAC1	CHAC1
CARTPT	CARTPT
CARTPT	CARTL
CLYBL	CLYBL
TSPAN3	TSPAN3
CFAP70	CFAP70
RETREG1	FAM134B
SLC15A5	SLC15A5
GPX2	GPX2
GPR135	GPR135
FAM161B	FAM161B
PRPH2	PRPH2
TBCC	TBCC
SLC35D3	SLC35D3
SYT10	SYT10
LRIT2	LRIT2
VSX2	VSX2
CAPN11	CAPN11
GOLGA8Q	GOLGA2
RGR	RGR
WDR55	WDR55
CFL2	CFL2
FAM98B	FAM98B
NECAB3	NECAB3
WDFY2	WDFY2
GOLGA8J	GOLGA2
SLC25A17	SLC25A17
OTOP1	OTOP1
ALG10B	ALG10
GOLGA8T	GOLGA2
LRIT1	LRIT1
BLOC1S4	BLOC1S4
KIAA0232	KIAA0232
TTLL13	TTLL6
NTF3	NTF3
PNPLA6	PNPLA6
ADRB1	ADRB1
RNU6-1167P	U6
SAMD15	SAMD15
SH3PXD2A	SH3PXD2A
KNL1	KNL1
MAS1	MAS1
IGF2R	IGF2R
CELA1	CELA1
FOXA1	FOXA1
RNU6-1258P	U6
MBNL2	MBNL2
TBPL2	TBPL2
FABP2	FABP2
PLEKHS1	PLEKHS1
PDZRN4	PDZRN4
COL25A1	COL25A1
UNC79	UNC79
FAM78A	FAM78A
TOMM22	TOMM22
CRISP3	CRISP2
MUC5B	OVOA
EP300	EP300
IDI1	IDI2
LCA5L	LCA5L
GOLGA8S	GOLGA2
OTUD1	OTUD1
FBXO9	FBXO9
ANKRD30A	ANKRD26
PCDHGC5	PCDHGC3
MUC5AC	MUC5ACL
GOLGA8K	GOLGA2
PTPRR	PTPRR
ANO3	ANO3
CLNK	CLNK
RNF38	RNF38
FAS	FAS
RGMA	RGMA
TRIM13	TRIM13
CHRNA6	CHRNA6
ARL15	ARL15
KHDRBS3	KHDRBS3
SUCLA2	SUCLA2
HDDC3	HDDC3
CHAF1B	CHAF1B
BDP1	BDP1
SLC25A21	SLC25A21
CFAP61	CFAP61
HELT	HELT
LZTR1	LZTR1
MEPE	MEPE
SYT9	SYT9
RNU1-35P	U1
NKX6-3	NKX6-3
CLIC5	CLIC5
POLR2M	POLR2M
CSNK2A3	CSNK2A1
FANCF	FANCF
LVRN	LVRN
ANK1	ANK1
LHX3	LHX3
DBX1	LEUTX
LUZP2	LUZP2
TNFAIP8L3	TNFAIP8L3
GOLGA8R	GOLGA2
QSOX2	QSOX2
FJX1	FJX1
REELD1	REELD1
DOK7	DOK7
SNORD127	SNORD127
PRRC2B	PRRC2B
SYNJ2	SYNJ2
TPGS1	TPGS1
GZMM	GZMM
GOLGA6C	GOLGA2
IFT27	IFT27
FAM53A	FAM53A
LYZ	LYZ
MARCHF1	MARCHF1
NAV3	NAV3
EPSTI1	EPSTI1
USP16	USP16
RD3L	RD3L
MIR203B	gga-mir-203a
NEUROG2	NEUROG2
AKAP5	AKAP5
GRIN1	GRIN1
TMEM271	TMEM271
PDE6B	PDE6B
CCN5	WISP2
BTF3	BTF3
CYSLTR2	CYSLTR2
ETV7	ETV7
MCM5	MCM5
THSD1	THSD1
FIBIN	FIBIN
MAST4	MAST4
CRNKL1	CRNKL1
RIOX1	RIOX1
BCL11B	BCL11B
LAMP1	LAMP1
PRSS57	PRSS57
NPAS3	NPAS3
PLEKHB1	PLEKHB1
SNORD79	SNORD79
IL2RA	IL2RA
MAB21L2	MAB21L2
EREG	EREG
PNPLA1	PNPLA1
CLRN2	CLRN2
RNF6	RNF6
POLN	POLN
SLC29A3	SLC29A3
SPIC	SPIC
CCDC33	CCDC33
ACSM6	ACSS1B
ZFYVE28	ZFYVE28
ALX1	ALX1
SEMA7A	SEMA7A
LRRC18	LRRC18
SPACA1	SPACA1
CHST11	CHST11
CTSZ	CTSZ
H3C11	H3C33
H3C12	H3C33
H2BC17	H2BC32
TPH2	TPH2
MCTP1	MCTP1
MGAT2	MGAT2
DNAAF2	DNAAF2
SYNM	SYNM
PSPC1	PSPC1
GRID2	GRID2
B3GLCT	B3GLCT
RIMS2	RIMS2
SPRYD7	SPRYD7
THAP7	THAP8
ATOH1	Atoh1
CHD2	CHD2
MAP1LC3B2	MAP1LC3B
PHOX2B	PHOX2B
SLC25A29	SLC25A29
BEND4	BEND4
RASD2	RASD2
ITGBL1	ITGBL1
HAO1	HAO1
GRXCR1	GRXCR1
FGF3	FGF3
RPS19BP1	RPS19BP1
CCSER1	CCSER1
TUBB2B	TUBB2A
TUBB2B	TUBB2B
ATP9A	ATP9A
SLC22A23	SLC22A23
SLC25A47	SLC25A47
ALG10	ALG10
HSD17B3	HSD17B3
MICALL1	MICALL1
PNLIPRP2	PNLIPRP3
PNLIPRP2	PNLIPRP1
DDI1	DDI2
YY1	YY2
TYR	TYR
PLXNC1	PLXNC1
ADRA2C	ADRA2C
DUSP4	DUSP4
HNF4A	HNF4A
NKX2-3	NKX2-3
HEY1	HEY1
NKX6-2	NKX6-2
PELI2	PELI2
N4BP2L2	N4BP2L2
GDF9	GDF9
CXXC4	CXXC4
NAALAD2	NAALAD2
ZNF367	ZNF367
RBX1	RBX1
SPINK4	SPINK4
BAG1	BAG1
PCDHB4	PCDHB4
TEAD3	TEAD3
UBE2L3	UBE2L3
NXNL1	NXNL1
FUT5	FUT6
RIC8B	RIC8B
ACER1	ACER1
OPRK1	OPRK1
MGAT3	MGAT3
TAF7	TAF7
LRRC9	LRRC9
PKD2L2	PKD2L2
FRMD4A	FRMD4A
FBXO7	FBXO7
MYC	MYC
PTTG2	PTTG2
TULP1	TULP1
ADGRD2	ADGRD2
ACSBG2	ACSBG2
STIM2	STIM2
DNAJC3	DNAJC3
MMP27	MMP27
SLC25A32	SLC25A32
ODF2	ODF2
ARHGAP42	ARHGAP42
DEGS2	DEGS2
F2RL2	F2RL2
EIF5	EIF5
CFAP54	CFAP54
UBOX5	UBOX5
F2R	F2RL1
SOX17	sox17
SOX17	SOX17
MIF	MIF
SNORA74B	SNORA74
CWC27	CWC27
CENPM	CENPM
HEPHL1	HEPHL1
DZIP1	DZIP1
FAXC	FAXC
KCNQ3	KCNQ3
MMP9	MMP9
MYF5	MYF5
ADAMTS6	ADAMTS6
GABRB3	GABRB3
CHD6	CHD6
CARD18	CASP14
CARD18	CASP18
SLC25A1	SLC25A1
H3C7	H3C33
KCTD9	KCTD9
DACT1	DACT1
ASCL1	ASCL1
DSCAML1	DSCAML1
POLR2I	POLR2I
BACE2	BACE2
ABTB3	BTBD11
DIO3	DIO3
MDGA2	MDGA2
RNF24	RNF24
WNT8A	WNT8A
PSD3	PSD3
HCRTR2	HCRTR2
GK3	GK2
FOXO4	FOXO4
ARL14EPL	ARL14EPL
CTXN3	CTXN3
CACNB2	CACNB2
RNU2-14P	U2
RAD51B	RAD51B
ARHGAP11B	ARHGAP11B
ARHGAP40	ARHGAP40
POLG	POLG
NPEPL1	NPEPL1
GPRC6A	GPRC6A
CDX2	CDX2
CENPVL3	CENPV
CENPVL2	CENPV
CENPVL1	CENPV
TUBGCP3	TUBGCP3
SMC1B	SMC1B
BACH1	BACH1
RFX6	RFX6
TBX3	TBX3
CTAGE9	MIA2
GOLGA8N	GOLGA2
PRR14L	PRR14L
ARHGEF18	ARHGEF18
SVOP	SVOP
XKR4	XKR4
SNRPB2	SNRPB2
SNRPD2	SNRPD2
VPS13C	VPS13C
KCNJ15	KCNJ15
SLC17A6	SLC17A6
PTCHD4	PTCHD4
FOXG1	FOXG1
ADGRB3	ADGRB3
SYCP3	SYCP3
NOVA1	NOVA1
TENM4	TENM4
TENM2	TENM2
ZDHHC8	ZDHHC8
MAS1L	MRGPRH
FAM135B	FAM135B
RFK	RFK
UBASH3B	UBASH3B
PLPP6	PLPP6
RNU6-871P	U6
CENPP	CENPP
FAM3B	FAM3B
INSYN2B	FAM196B
PRKAA1	PRKAA1
KIRREL3	KIRREL3
BARHL1	BARHL1
OR14J1	OR14J1L67
OR14J1	OR14J1L16
MIR30B	gga-mir-30b
ANKRD18A	ANKRD26
GSDMC	GSDMA
CACNA2D4	CACNA2D4
JAKMIP1	JAKMIP1
PHF21B	PHF21B
MRPS26	MRPS26
POU5F1B	POU3F1
DTD2	DTD2
ZHX3	ZHX3
SNORD72	SNORD72
CECR2	CECR2
PANX3	PANX3
CLIC6	CLIC6
VSTM1	CHIR-IG1-5
VSTM1	CHIR1AB3
VSTM1	CHIR-AB-600
VSTM1	CHIR-AB-502
VSTM1	IGSF1
VSTM1	CHIR-AB-487
VSTM1	CHIR-B3
PTCH1	PTCH1
IFNAR2	IFNAR2
CINP	CINP
SNORD15A	SNORD15
CLDN23	CLDN23
MFHAS1	MFHAS1
SREBF2	SREBF2
PPP1R3B	PPP1R3B
IL12B	IL12B
PRSS51	PRSS55
PRSS55	PRSS55
TEKTIP1	C19orf71
POU2F3	CCDC160
SOX7	SOX7
XKR6	XKR6
HIGD2A	HIGD2A
GMCL2	GMCL1
GPX3	GPX3
ARC	ARC
	MKRN4P
	MFF
SLC22A11	SLC22A15L
MIR221	gga-mir-221
MIR222	gga-mir-222a
MAP1A	MAP1A
NKX3-2	NKX3-2
BRF2	BRF2
DIAPH2	DIAPH2
F2RL3	F2RL3
MTNR1A	MTNR1A
PTGDR	PTGDR
RPP25	RPP25
GOLGA6D	GOLGA2
GRIK2	GRIK2
PTGER2	PTGER2
GJD2	GJD2
MEX3D	MEX3D
CERS1	CERS1
SLC10A4	SLC10A4
ZAR1	ZAR1
ANKRD31	ANKRD31
HAUS3	HAUS3
NANOGP8	NANOG
GANC	GANC
ATXN1	ATXN1
SV2C	SV2C
ATP5PF	ATP5J
TCIM	C8orf4
ADGRB1	ADGRB1
OR52R1	OR52R1
CCND3	CCND3
PGRMC2	PGRMC2
HBD	GBE
HBD	HBAD
IQGAP2	IQGAP2
PDLIM3	PDLIM3
HBG2	GBE
HBG2	HBAD
HBE1	HBBA
HBE1	HBE1
OR51Q1	OR51Q1
OR52B6	OR52B2L
LRTM2	LRTM2
HBG1	GBE
HBG1	HBAD
MRGPRG	MRGPRH
MRGPRE	MRGPRH
RASA3	RASA3
DTX4	DTX4
FAM241A	FAM241A
WNT7A	WNT7A
WDFY3	WDFY3
INHBC	INHBC
NKRF	NKRF
CHL1	CHL1
NSUN6	NSUN6
LILRA4	CHIR-IG1-5
LILRA4	CHIR1AB3
LILRA4	CHIR-AB-600
LILRA4	CHIR-AB-502
LILRA4	IGSF1
LILRA4	CHIR-AB-487
LILRA4	CHIR-B3
ZC3H7B	ZC3H7B
C12orf50	C12orf50
NMBR	NMBR
RNU6-469P	U6
VPS36	VPS36
AK9	AK9
MYBL2	MYBL2
PCDH15	PCDH15
C9orf152	C9ORF152
GNG5B	GNG5
B3GNT4	B3GNT4
ZXDB	ZXDC
CRMP1	CRMP1
ZXDA	ZXDC
MAGEC3	NSMCE3
MAGEC1	NSMCE3
SNORA53	SNORA53
IKBIP	IKBIP
ADAM18	ADAM9L
SNORA52	SNORA52
SHROOM2	SHROOM2
C11orf52	C11orf52
KCNMB4	KCNMB4
TAAR1	TAAR1
GPR6	GPR6
CAPN3	CAPN3
KCNQ5	KCNQ5
AVPR1A	AVPR1A
ZFC3H1	ZFC3H1
CLDN34	CLDN34
MIS18A	MIS18A
MUC6	MUC6
MRPL40	MRPL40
TRPM3	TRPM3
PDE8B	PDE8B
C21orf58	C21orf58
GTSE1	GTSE1
MUC2	MUC2
ADAM2	ADAM9L
MIRLET7I	MIRLET7I
PLCZ1	PLCZ1
RADX	CXorf57
TMPRSS11F	TMPRSS12
H3C10	H3C33
NFIX	NFIX
TMPRSS11B	TMPRSS12
PDE10A	PDE10A
DERL3	DERL3
GUCY1A2	GUCY1A2
CD40LG	CD40LG
FGF2	FGF2
LSS	LSS
MTRF1	MTRF1
HIC2	HIC2
SNORD61	SNORD61
RNU6-1112P	U6
TADA2B	TADA2B
LAMA2	LAMA2
EFHB	EFHB
POLR2F	POLR2F
GATA5	GATA5
CAPZA3	CAPZA3
EPYC	EPYC
GRIA2	GRIA2
ASXL1	ASXL1
FAM76B	FAM76B
PP2D1	PP2D1
SDF2L1	SDF2L1
DHH	DHH
INTS8	INTS8
EFNB1	EFNB1
SYN2	SYN2
SCO2	SCO2
FGF23	FGF23
SLC9A7	SLC9A7
GDF11	GDF11
JOSD1	JOSD1
DRAP1	DRAP1
ACRBP	ACRBP
DGCR6	DGCR6
MBNL3	MBNL3
OTP	OTP
RCAN2	RCAN2
CDC45	CDC45
GZF1	GZF1
SLC22A13	SLC22A13
SLC22A13	SLC22A13L
GTF2H3	GTF2H3
FKBP1A	FKBP1A
PRL	PRL
POU5F1	POU3F1
RORB	RORB
PTPRG	PTPRG
GGT7	GGT7
TRPM6	TRPM6
MYOD1	MYOD1
KCNC1	KCNC1
RNF139	RNF139
RGS20	RGS20
KBTBD8	KBTBD8
MTMR2	MTMR2
PDZRN3	PDZRN3
FAM81B	FAM81B
AR	AR
LZTS1	LZTS1
DDX4	DDX4
HSPB8	HSPB8
TRIB1	TRIB1
IMPG2	IMPG2
LRRC55	LRRC55
MYOM1	MYOM1
PRG3	PGR2/3
DUSP15	DUSP15
KERA	KERA
TMPRSS3	TMPRSS3
CLCN5	CLCN5
MED13L	MED13L
ATP6V1E1	ATP6V1E1
GUCA1C	GUCA1C
CDADC1	CDADC1
EXOC1L	EXOC1L
FGF5	FGF5
RNU1-91P	U1
TMEM158	TMEM158
MRGPRD	MRGPRH
GPR27	GPR27
DTD1	DTD1
LPXN	LPXN
CFAP44	CFAP44
SCN4B	SCN4B
GALNTL6	GALNTL6
ACTR5	ACTR5
SLC46A3	SLC46A3
EGFL6	EGFL6
PITX1	PITX2
LRCH2	LRCH2
IFNA4	IFNKL1
IFNA4	IFNA3
IFNA4	IFNW1
IFNA7	IFNKL1
IFNA7	IFNA3
IFNA7	IFNW1
IFNA10	IFNKL1
IFNA10	IFNA3
IFNA10	IFNW1
IFNA16	IFNKL1
IFNA16	IFNA3
IFNA16	IFNW1
KLHL9	KLHL9
FOXE1	FOXE1
NEUROG1	NEUROG1
NALCN	NALCN
XBP1	XBP1
SLC6A7	SLC6A7
PRELID3B	PRELID3B
IL9R	IL9R
ARVCF	ARVCF
CFAP68	C11orf1
AMH	AMH
PDRG1	PDRG1
KLHL4	KLHL4
TRAT1	TRAT1
PSTPIP2	PSTPIP2
MBD3L5	MBD3
MRGPRX4	MRGPRH
MBD3L4	MBD3
MANSC4	MANSC4
MBD3L2	MBD3
DNMT3B	DNMT3B
FOXN4	FOXN4
BFSP2	BFSP2
RNF7	RNF7
KNTC1	KNTC1
OR5J2	OR1052
POU5F2	POU4F1L
POU5F2	POU3F1
NR2F1	NR2F1
PROK2	PROK2
MPST	MPST
GREB1L	GREB1L
DYNLT3	DYNLT3
SOX14	SOX14
ZIC1	ZIC1
UNC5C	UNC5C
DRD4	DRD4
RAP2C	RAP2C
PPM1L	PPM1L
HIRA	HIRA
MIR130A	gga-mir-130c
SYNPR	SYP
RCBTB1	RCBTB1
SLC6A19	SLC6A19
YPEL4	YPEL4
SLC6A18	SLC6A18
EMILIN2	EMILIN2
CLCF1	CLCF1
RNF128	RNF128
MIR218-1	gga-mir-218-1
KCNIP4	KCNIP4
SNORD97	SNORD97
APLN	APLN
FSHB	FSHB
TAB3	TAB3
KIAA0825	KIAA0825
RHAG	RHAG
C1QTNF9	C1QTNF9B
TRIO	TRIO
TAMALIN	GRASP
ABHD13	ABHD13
IFT88	IFT88
LIPT2	LIPT2
MTCP1	MTCP1
CSTF1	CSTF1
STAB2	STAB2
TMEM50B	TMEM50B
CHRNA9	CHRNA9
STEEP1	STEEP1
UBE2L6	UBE2L6
H3C8	H3C33
ADAMTS3	ADAMTS3
TAAR5	TAAR5
MAPRE2	MAPRE2
MYCT1	MYCT1
SCN2B	SCN2B
DRP2	DRP2
RNU2-62P	U2
TAF8	TAF8
SPRING1	C12orf49
AFP	AFP
TECTA	TECTA
SPATA16	SPATA16
SAMSN1	SAMSN1
TBC1D8B	TBC1D8B
SNORD59A	SNORD59A
SNX19	SNX19
PPEF2	PPEF2
SCARNA10	SCARNA10
MBD3L3	MBD3
NAALADL2	NAALADL2
SERPINB3	OVALX
SERPINB3	OVALY
SERPINB3	OVAL
PFDN4	PFDN4
PRKAB1	PRKAB1
ABLIM2	ABLIM2
C6orf163	C6orf163
CCT8	CCT8
GJB1	GJB1
KCNQ2	KCNQ2
NANOS3	NANOS3
ZNF106	ZNF106
CABP4	CABP4
ATP8B3	ATP8B3
RNFT2	RNFT2
MECOM	MECOM
MCC	MCC
PHACTR1	PHACTR1
POF1B	POF1B
VAMP1	VAMP1
MMP10	MMP10
MMP10	MMP3
COL13A1	COL13A1
LDLRAD4	LDLRAD4
RNF212	RNF212
OLIG2	OLIG2
RIPPLY2	RIPPLY2
IFNL3	IFNL3
IFNL3	IFNL3A
SNORD83	SNORD83
SLC37A1	SLC37A1
RERGL	RERGL
PEX26	PEX26
HCN2	HCN2
CSNK1A1	CSNK1A1
MYEF2	MYEF2
VGLL1	VGLL1
FGF22	FGF22
VCF2	FAM104A
MTNR1B	MTNR1B
CCDC117	CCDC117
PPFIA2	PPFIA2
MMP1	MMP1
TOB2	TOB2
SORCS2	SORCS2
RALBP1	RALBP1
COG6	COG6
NIPSNAP1	NIPSNAP1
PGRMC1	PGRMC1
GRIA1	GRIA1
TMEM132A	TMEM132A
FGF13	FGF13
TRPM1	TRPM1
SNORD73B	SNORD73
SNORD73A	SNORD73
VEGFC	VEGFC
CHST2	CHST2
SH3BP1	SH3BP1
TEAD1	TEAD1
GDF15	GDF15
GHSR	GHSR
GPR149	GPR149
CHIC2	CHIC2
ZNF541	ZNF541
GSX2	GSX2
FAM181B	FAM181B
CLSTN2	CLSTN2
DIP2A	DIP2A
NARS1	NARS
NFILZ	NFILZ
DNAJC13	DNAJC13
IFITM5	IFITM5
KPNA3	KPNA3
RNU6-1292P	U6
