Gene.name	Human.gene.name
SLC4A7	SLC4A7
ATP6V1C2	ATP6V1C2
TPTE	TPTE2
TPTE	TPTE
RPS6KA3	RPS6KA3
CHCHD5	CHCHD5
NMT2	NMT2
KIFC1	KIFC1
TRPA1	TRPA1
PLCXD1	PLCXD1
FAM196A	INSYN2A
EOMES	EOMES
RPP38	RPP38
PDIA6	PDIA6
NPS	NPS
JPH1	JPH1
GPAT3	GPAT3
ZNFB3	ZNF692
CLRN3	CLRN3
RAB6A	RAB6A
SLC25A15	SLC25A15
AZI2	AZI2
MID1IP1	MID1IP1
FHL5	FHL5
CHD7	CHD7
MRPS31	MRPS31
	CLEC4F
HPGD	HPGD
RGN	RGN
FABP9	PMP2
KCNF1	KCNF1
FOXO1	FOXO1
FAM168A	FAM168A
UFL1	UFL1
EIF1AX	EIF1AY
EIF1AX	EIF1AX
FABP4	FABP4
GLRA3	GLRA3
C2orf50	CIMIP5
FBXL12	FBXL12
ACBD7	ACBD7
	RNASE11
	RNASE2
	RNASE3
PQLC3	SLC66A3
CCNI	CCNI
OLAH	OLAH
PLEKHB1	PLEKHB1
UBL5	UBL5
CA8	CA8
COG6	COG6
MSC	MSC
LHFPL1	LHFPL6
TMEM196	TMEM196
PIN1	PIN1
KCNB2	KCNB2
JADE3	JADE3
ROCK2	ROCK2
RELT	RELT
PTPRE	PTPRE
OLFM2	OLFM2
NHLRC3	NHLRC3
TRIM7.1	TRIM7
TSPAN7	TSPAN7
RP2	RP2
E2F6	E2F6
RDH8	RDH8
HEP21	SLURP1
PDK4	PDK4
PROSER1	PROSER1
FUT9	FUT9
MKI67	MKI67
gga-mir-30c-2	MIR30C2
NDUFA4	NDUFA4
SLC9A7	SLC9A7
STOML3	STOML3
GREB1	GREB1
	MIR30D
	MIR30A
RAB2A	RAB2A
PPAN	PPAN
SEPTIN11	SEPTIN11
MAP7D2	MAP7D2
NANOS1	NANOS1
OTC	OTC
TBX18	TBX18
FBXO8	FBXO8
EIF3G	EIF3G
CEP44	CEP44
CXorf23	BCLAF3
PRDM8	PRDM8
TUBGCP5	TUBGCP5
FGF5	FGF5
FAM171A1	FAM171A1
P2RY6	P2RY6
SH3KBP1	SH3KBP1
TRIM13	TRIM13
TERF1	TERF1
SHFM1	SEM1
BMP3	BMP3
DLEU7	DLEU7
NXPH1	NXPH1
TRIM41	TRIM41
TRIM41	TRIM52
SBSPON	SBSPON
LPIN1	LPIN1
CYFIP1	CYFIP1
DNMT1	DNMT1
SRPX	SRPX
TRIB2	TRIB2
CEP162	CEP162
RACK1	RACK1
DCAF15	DCAF15
NIPA2	NIPA2
RNASEH2B	RNASEH2B
BTN1	TRIM26
PPP1R9A	PPP1R9A
FABP5	FABP5
MRAP2	MRAP2
P2RY2	P2RY2
RASGEF1B	RASGEF1B
MAP3K15	MAP3K15
ADHFE1	ADHFE1
HERC2	HERC2
C2H8ORF46	VXN
FCHSD2	FCHSD2
OCA2	OCA2
SERPINE3	SERPINE3
PON1	PON3
PON1	PON1
PON1	PON2
GABRG3	GABRG3
S1PR2	S1PR2
MYBL1	MYBL1
NXNL1	NXNL1
SLC27A1	SLC27A1
SDCBP	SDCBP
PGLS	PGLS
FAM84A	LRATD1
VCPIP1	VCPIP1
TMEM106B	TMEM106B
SERPINH1	SERPINH1
INTS6	INTS6
GALNTL6	GALNTL6
GABRA5	GABRA5
ASB4	ASB4
PDHA2	PDHA2
PDHA2	PDHA1
VWDE	VWDE
SYTL5	SYTL5
GALNT7	GALNT7
HMGB2	HMGB2
BG1	MOG
GABRB3	GABRB3
SAP30	SAP30
GDPD5	GDPD5
DLX6	DLX6
NBAS	NBAS
WDFY2	WDFY2
CHST7	CHST7
BLEC1	CLEC2D
SCRG1	SCRG1
ADGRG2	ADGRG2
DLX5	DLX5
	SNORD93
PRSS35	PRSS35
OLFM4	OLFM4
ME1	ME1
U1	RNU1-22P
DYNLT3	DYNLT3
KLHL35	KLHL35
HAND2	HAND2
NSMAF	NSMAF
gga-mir-196-2	MIR196B
PCDH8	PCDH8
gga-mir-148a	MIR148A
DUSP4	DUSP4
RWDD2A	RWDD2A
LECT1	CNMD
CMTM7	CMTM7
MAP6	MAP6
PHKA2	PHKA2
CYP7B1	CYP7B1
TNKS	TNKS
PGM3	PGM3
MOGAT2	MOGAT2
TAPBP	TAPBP
SUGT1	SUGT1
MFHAS1	MFHAS1
SCIN	SCIN
PPEF1	PPEF1
ERI1	ERI1
DGAT2	DGAT2
RS1	RS1
TOX	TOX
ART1E	ART1
ZFX	ZFX
ZFX	ZFY
DDX1	DDX1
GGH	GGH
VAV1	VAV1
BRD2	BRD2
ELF1	ELF1
TTPA	TTPA
EIF2S3	EIF2S3
EIF2S3	EIF2S3B
SP8	SP8
DOPEY2	DOP1A
TWISTNB	POLR1F
DMA	HLA-DMA
ART1F	ART1
TFPI2	TFPI2
KLHL15	KLHL15
YTHDF3	YTHDF3
GNG11	GNG11
PPP1R3B	PPP1R3B
ART1	ART5
BF1	AZGP1
BF1	FCGRT
WBP4	WBP4
UBE3D	UBE3D
ID2	ID2
ARMC1	ARMC1
APOO	APOO
TAP1	TAP1
TPBG	TPBG
SAT1	SAT1
NUP98	NUP98
MTFR1	MTFR1
TAP2	TAP2
KIDINS220	KIDINS220
C3	C3
BMP2K	BMP2K
PGAP2	PGAP2
MTRF1	MTRF1
C4	C4B
C4	C4A
PAQR3	PAQR3
PRAG1	PRAG1
SNORA19	SNORA19
CENPA	CENPA
IBTK	IBTK
NAA16	NAA16
CYP21A1	CYP21A2
RHOG	RHOG
ANTXR2	ANTXR2
CC2D1A	CC2D1A
RGCC	RGCC
ACOT9	ACOT9
PRKG2	PRKG2
MBOAT2	MBOAT2
FAM46A	TENT5A
PKD2	PKD2
TNX	TNXB
	C10orf90
EYA1	EYA1
LTB4R	LTB4R
PRDX4	PRDX4
MAP3K7	MAP3K7
SPP1	SPP1
ITGA8	ITGA8
AREG	AREG
STIM1	STIM1
HEPACAM2	HEPACAM2
RRM1	RRM1
PLACL2	PLAC8
SOWAHB	SOWAHB
ASAP2	ASAP2
VPS50	VPS50
NANOS3	NANOS3
VWA8	VWA8
	PTCHD1
MRI1	MRI1
YJU2B	YJU2B
CD1G	CD1A
CD1G	CD1C
CD1G	CD1D
CD1G	CD1E
CD1G	CD1B
ELOF1	ELOF1
PHEX	PHEX
ITGB1BP1	ITGB1BP1
DGKH	DGKH
CALCR	CALCR
VEGFC	VEGFC
ACP5	ACP5
PEX2	PEX2
SMS	SMS
	OR52I2
	OR52I1
AKAP11	AKAP11
CPSF3	CPSF3
NFIX	NFIX
BACH2	BACH2
MBTPS2	MBTPS2
TNFSF11	TNFSF11
	NIPA1
GADD45GIP1	GADD45GIP1
IAH1	IAH1
IL7	IL7
RAD23A	RAD23A
CASP8AP2	CASP8AP2
MTHFD2L	MTHFD2L
CALR	CALR
COL1A2	COL1A2
MDN1	MDN1
EPGN	EPGN
OR51E2	OR51E2
EREG	EREG
STMN2	STMN2
	OR52R1
HEY1	HEY1
EPSTI1	EPSTI1
TAC1	TAC1
ZFAND1	ZFAND1
GPM6A	GPM6A
ADAM17	ADAM17
FARSA	FARSA
DNAJC15	DNAJC15
HBE1	HBE1
ANKRD6	ANKRD6
CASD1	CASD1
ENOX1	ENOX1
SYCE2	SYCE2
YWHAQ	YWHAQ
ASNS	ASNS
UBE2J1	UBE2J1
WDR17	WDR17
PXDN	PXDN
SPATA4	SPATA4
PKIA	PKIA
GCDH	GCDH
GABRR2	GABRR2
C1GALT1	C1GALT1
CHMP4C	CHMP4C
ASB5	ASB5
FOLR1	FOLR3
FOLR1	FOLR1
FOLR1	IZUMO1R
FOLR1	FOLR2
SNX16	SNX16
PM20D2	PM20D2
LACC1	LACC1
PNRC1	PNRC1
KCNS3	KCNS3
GMIP	GMIP
SPCS3	SPCS3
ZC2HC1A	ZC2HC1A
BORCS6	BORCS6
OR51Q1	OR51Q1
	NKX6-1
IMPAD1	BPNT2
CDS1	CDS1
CCDC122	CCDC122
ILVBL	ILVBL
METTL3	METTL3
ADI1	ADI1
FAM110B	FAM110B
	SALL2
RPS7	RPS7
COLEC11	COLEC11
SYDE1	SYDE1
RNGTT	RNGTT
OR52B2L	OR52H1
OR52B2L	OR52B6
OR52B2L	OR52B4
SGCE	SGCE
NUFIP1	NUFIP1
DYNC1I1	DYNC1I1
WDFY3	WDFY3
GPALPP1	GPALPP1
UBXN2B	UBXN2B
GTF2F2	GTF2F2
CYP7A1	CYP7A1
KCTD4	KCTD4
THRSPB	THRSP
NOL10	NOL10
GDAP1	GDAP1
PPM1K	PPM1K
5_8S_rRNA	RNA5-8SN1
5_8S_rRNA	RNA5-8SN2
5_8S_rRNA	5_8S_rRNA
5_8S_rRNA	RNA5-8SN4
5_8S_rRNA	RNA5-8SN3
5_8S_rRNA	RNA5-8SN5
CNR1	CNR1
SOX11	SOX11
OR52R1	OR52R1
PI15	PI15
TPT1	TPT1
ADGRL3	ADGRL3
RPL7	RPL7
RDH10	RDH10
RSAD2	RSAD2
PNPLA6	PNPLA6
SLC25A30	SLC25A30
SNX13	SNX13
CRISPLD1	CRISPLD1
RNF144A	RNF144A
ODC	ODC1
COG3	COG3
HNF4G	HNF4G
MCOLN1	MCOLN1
TECRL	TECRL
CYP4F11	CYP4F8
SPACA1	SPACA1
MYCN	MYCN
IGFBP7	IGFBP7
RDH14	RDH14
SLC25A13	SLC25A13
AKIRIN2	AKIRIN2
POLR2B	POLR2B
ZNFY1	ZNF672
TRAPPC5	TRAPPC5
NT5C1B	NT5C1B
ERICH1	ERICH1
ZNFY2	ZNF672
NOA1	NOA1
MACC1	MACC1
REST	REST
SARAF	SARAF
TDRP	TDRP
ORC3	ORC3
YLEC8	KLRC4
YLEC8	OLR1
YLEC8	CLEC2B
YLEC8	KLRC3
YLEC8	KLRC2
YLEC8	CLEC2A
YLEC8	CLEC1A
YLEC8	KLRF2
YLEC8	KLRC1
YLEC8	KLRD1
YLEC8	CLEC1B
YLEC8	CLEC12B
YLEC8	KLRG2
LEPROTL1	LEPROTL1
SIAH3	SIAH3
RPGR	RPGR
MHCY11	AZGP1
MHCY11	FCGRT
ENPEP	ENPEP
FBXO25	FBXO25
RARS2	RARS2
STAU2	STAU2
ZC3H13	ZC3H13
SRP72	SRP72
PITX2	PITX1
ZFHX4	ZFHX4
ARL9	ARL9
HOPX	HOPX
MHCY15	AZGP1
MHCY15	FCGRT
CPB2	CPB2
FAM110C	FAM110C
SLC35A1	SLC35A1
MHCY7	AZGP1
MHCY7	FCGRT
PRDM14	PRDM14
UGT8	UGT8
EVI5L	EVI5L
HDAC9	HDAC9
CFAP206	CFAP206
ARSJ	ARSJ
C6orf163	C6orf163
SPARCL1	SPARCL1
MHCY6	AZGP1
MHCY6	FCGRT
NCOA2	NCOA2
	IGHM
LCA5	LCA5
SMIM8	SMIM8
NUDT9	NUDT9
ELOVL6	ELOVL6
ITGB8	ITGB8
TRAM1L1	TRAM1L1
TRAM1L1	TRAM1
LCP1	LCP1
HSD17B13	HSD17B11
SNORD15	SNORD15A
	SNORD35A
	SNORD35B
LACTB2	LACTB2
PSME1	PSME1
EGF	EGF
TWIST1	TWIST1
HMGN2P46	HMGN3
PGLYRP2	PGLYRP2
BG8	MOG
LRIT3	LRIT3
TPP1	TPP1
RASAL3	RASAL3
KLHL8	KLHL8
BF2	AZGP1
BF2	FCGRT
GAB2	GAB2
PHIP	PHIP
SH3YL1	SH3YL1
RUBCNL	RUBCNL
PTPN13	PTPN13
SP4	SP4
DMB1	HLA-DMB
ZNF292	ZNF292
RRH	RRH
DMB2	HLA-DMB
IRAK1BP1	IRAK1BP1
ART1B	ART1
ACP1	ACP1
MAPK10	MAPK10
DCAF11	DCAF11
CD1F	CD1A
CD1F	CD1C
CD1F	CD1D
CD1F	CD1E
CD1F	CD1B
FAM150B	ALKAL2
GAR1	GAR1
	ART1
CGA	CGA
UBE2W	UBE2W
LRCH1	LRCH1
TMEM18	TMEM18
CFI	CFI
MEI4	MEI4
XKR9	XKR9
ESD	ESD
MSGN1	MSGN1
PLA2G12A	PLA2G12A
PHF14	PHF14
TCEB1	ELOC
SUCLA2	SUCLA2
TMEM70	TMEM70
NUDT15	NUDT15
PCK2	PCK2
HTR1B	HTR1B
AKAP8L	AKAP8L
HBBA	HBE1
LY96	LY96
MED4	MED4
	PABPN1
CLUL1	CLUL1
YES1	YES1
AKAP8	AKAP8
CLVS1	CLVS1
ARHGAP24	ARHGAP24
CASP6	CASP6
ACIN1	ACIN1
TYMS	TYMS
GIPC1	GIPC1
ITM2B	ITM2B
OPRK1	OPRK1
COPS4	COPS4
THSD7A	THSD7A
MCUB	MCUB
NDST4	NDST4
LIN54	LIN54
RB1	RB1
	NGDN
COL28A1	COL28A1
DNAJB1	DNAJB1
THAP6	THAP9
PSMB5	PSMB5
MIOS	MIOS
HTR1E	HTR1E
LPAR6	LPAR6
COLEC12	COLEC12
SEC31A	SEC31A
RCBTB2	RCBTB2
TECR	TECR
IMPG1	IMPG1
	MMP14
SCD5	SCD5
CYSLTR2	CYSLTR2
ASPH	ASPH
UMAD1	UMAD1
SNTG1	SNTG1
DSN1	DSN1
PENK	PENK
MYO6	MYO6
ANK2	ANK2
CHCHD7	CHCHD7
TMEM150C	TMEM150C
GLCCI1	GLCCI1
PRMT5	PRMT5
FNDC3A	FNDC3A
ENOPH1	ENOPH1
ICA1	ICA1
OXA1L	OXA1L
SDR16C5	SDR16C5
MLNR	MLNR
	RNF31
LARP7	LARP7
CDADC1	CDADC1
HNRNPDL	HNRNPDL
SDR16C6	SDR16C5
NKAIN3	NKAIN3
HNRNPD	HNRNPD
ARL4A	ARL4A
ADCYAP1	ADCYAP1
SENP6	SENP6
ALPK1	ALPK1
PLAG1	PLAG1
CAB39L	CAB39L
RNF138	RNF138
IPO4	IPO4
PDE7A	PDE7A
SETDB2	SETDB2
DNAJC5B	DNAJC5B
FILIP1	FILIP1
SHROOM3	SHROOM3
REC8	REC8
TMEM30A	TMEM30A
ETV1	ETV1
MEP1B	MEP1B
TIFA	TIFA
ALKAL1	ALKAL1
ARL11	ARL11
SGK3	SGK3
COX7A2	COX7A2
AP1AR	AP1AR
RPS20	RPS20
FAM241A	FAM241A
PHF11	PHF11
RB1CC1	RB1CC1
UTP3	UTP3
NCOA7	NCOA7
NPBWR1	NPBWR1
DGKB	DGKB
ANKRD50	ANKRD50
COL12A1	COL12A1
	RCBTB1
ARID1B	ARID1B
PCMTD1	PCMTD1
SCARB2	SCARB2
PERPB	PERP
AGMO	AGMO
ECHDC1	ECHDC1
SPRY1	SPRY1
STBD1	STBD1
TRIM55	TRIM55
NDUFAF4	NDUFAF4
MANEA	MANEA
EPHA7	EPHA7
MCMDC2	MCMDC2
RIPPLY2	RIPPLY2
NUDT6	NUDT6
ST18	ST18
CRH	CRH
NUP54	NUP54
PRDM13	PRDM13
CROT	CROT
PPEF2	PPEF2
KPNA3	KPNA3
RBBP8	RBBP8
TCF24	TCF24
PPP1R42	PPP1R42
NAAA	NAAA
SPRYD7	SPRYD7
SDAD1	SDAD1
COPS5	COPS5
JCHAIN	JCHAIN
ST8SIA6	ST8SIA6
CSPP1	CSPP1
BBS12	BBS12
ARFGEF1	ARFGEF1
BMI1	BMI1
CABLES1	CABLES1
ABCB1	ABCB4
CPA6	CPA6
SYNCRIP	SYNCRIP
RNF146	RNF146
RSPO3	RSPO3
REPS1	REPS1
SNX14	SNX14
CCDC28A	CCDC28A
FGF2	FGF2
U1	RNU1-103P
U1	RNVU1-23
U1	RNU1-35P
U1	RNU1-155P
SPAG6	SPAG6
NT5E	NT5E
RUNDC3B	RUNDC3B
IL21	IL21
PTF1A	PTF1A
TAF1B	TAF1B
ARMC3	ARMC3
NHSL1	NHSL1
SLC25A40	SLC25A40
ADAD1	ADAD1
DBF4	DBF4
RUFY3	RUFY3
CCNC	CCNC
SMIM28	SMIM28
PREX2	PREX2
ADAM22	ADAM22
KIAA1109	BLTP1
TMEM241	TMEM241
ARFGEF3	ARFGEF3
C8orf34	C8orf34
MEOX2	MEOX2
GRSF1	GRSF1
USP45	USP45
MOB1B	MOB1B
CCN2	CCN2
RPS12	RPS12
DSC1	DSC3
DSC1	DSC2
DSC1	DSC1
PIP4K2A	PIP4K2A
ADARB2	ADARB2
VIM	VIM
DCK	DCK
SLC18B1	SLC18B1
	VNN2
	VNN1
DSG4	DSG1
SULF1	SULF1
VNN2	VNN2
VNN2	VNN1
ISPD	CRPPA
PNISR	PNISR
NPC2	NPC2
DSG2	DSG2
TPD52	MRPS28
PDLIM5	PDLIM5
TTR	TTR
TAAR1	TAAR1
TAAR5	TAAR5
TRDMT1	TRDMT1
LTBP2	LTBP2
	CCDC81
COQ3	COQ3
STX7	STX7
DIO2	DIO2
DHDH	DHDH
BMPR1B	BMPR1B
B4GALT6	B4GALT6
SLC4A4	SLC4A4
ZNF438	ZNF438
SOSTDC1	SOSTDC1
FAXC	FAXC
CEP128	CEP128
MOXD1	MOXD1
	EPS15L1
CHMP2A	CHMP2A
ANKMY2	ANKMY2
TRAPPC8	TRAPPC8
GC	GC
NPFFR2	NPFFR2
FBXL4	FBXL4
TSHR	TSHR
TPD52	TPD52
UNC5C	UNC5C
TSPAN13	TSPAN13
GJD4	GJD4
UBE2M	UBE2M
ATP6V1H	ATP6V1H
SYNJ2	SYNJ2
MMS22L	MMS22L
ILDR1	ILDR1
AGR2	AGR2
TRIM28	TRIM28
ZBTB10	ZBTB10
ISCA2	ISCA2
	ZNF500
	KLHL32
ADAMTS3	ADAMTS3
CFAP44	CFAP44
ZNF71	ZNF22
PNLDC1	PNLDC1
AGR3	AGR3
GJA10	GJA10
ZBTB45	ZBTB45
CCNY	CCNY
BOC	BOC
COX18	COX18
POU3F2	POU3F2
RGS20	RGS20
SERAC1	SERAC1
STXBP6	STXBP6
RAP1GDS1	RAP1GDS1
MRPL18	MRPL18
TCEA1	TCEA1
AHR1A	AHR
TCP1	TCP1
NOVA1	NOVA1
GTF2H5	GTF2H5
ANKRD17	ANKRD17
EPHA6	EPHA6
ACAT2	ACAT2
CLDND1	CLDND1
SRI	SRI
AGA	AGA
	TMPRSS11A
	TMPRSS11D
	TMPRSS11F
	PRSS22
	TMPRSS11B
LYPLA1	LYPLA1
C1H3ORF52	C3orf52
NEIL3	NEIL3
JDP2	JDP2
TULP4	TULP4
ZNF704	ZNF704
STEAP4	STEAP4
CLDN23	CLDN23
ABHD10	ABHD10
LIG1	LIG1
WTAP	WTAP
MRPL15	MRPL15
TAGLN3	TAGLN3
SOX17	SOX17
ZNF804B	ZNF804B
	AFF1
CUL2	CUL2
STEAP1	STEAP1
STEAP1	STEAP1B
sox17	SOX17
TSPAN17	TSPAN5
PAG1	PAG1
CUBN	CUBN
ERMARD	ERMARD
TMPRSS7	TMPRSS7
BATF	BATF
RSU1	RSU1
STEAP2	STEAP2
ZPLD1	ZPLD1
XKR4	XKR4
	TMEM68
FAM188A	MINDY3
CDX2	CDX2
RRS1	RRS1
TCTE3	DYNLT2
CFAP69	CFAP69
TGS1	TGS1
GSX1	GSX1
FAM237B	FAM237B
ZNF628	ZNF628
MBIP	MBIP
PHF10	PHF10
HBS1L	HBS1L
METAP1	METAP1
GTPBP10	GTPBP10
NKX2-1	NKX2-1
C6orf120	C6orf120
ELMOD1	ELMOD1
gga-mir-15a	MIR15A
BBX	BBX
OTUD1	OTUD1
WDR27	WDR27
ALKBH8	ALKBH8
LAMA2	LAMA2
C1QL3	C1QL3
SBK3	SBK3
CLDN12	CLDN12
CD47	CD47
LYN	LYN
PTER	PTER
PAX9	PAX9
TRMT10A	TRMT10A
FLT3	FLT3
THBS2	THBS2
IFT57	IFT57
DMBT1	CD5
DMBT1	SSC5D
DMBT1	CD163L1
HTR2A	HTR2A
CDK14	CDK14
RCBTB1	RCBTB1
NKX2-8	NKX2-8
RIOK3	RIOK3
FZD1	FZD1
PTPRK	PTPRK
ZC3H12C	ZC3H12C
C18orf8	RMC1
THEMIS	THEMIS
ATM	ATM
C6orf58	C6orf58
HHLA2	HHLA2
CENPC	CENPC
AKAP9	AKAP9
UNC93A	TTLL2
SOGA3	MTCL3
	CD5
	SSC5D
ZEB1	ZEB1
NPC1	NPC1
SLC25A21	SLC25A21
NPAT	NPAT
C11orf87	C11orf87
KIAA0408	KIAA0408
TCP10	TCP10L
STAP1	STAP1
MIPOL1	MIPOL1
KRIT1	KRIT1
MYH15	MYH7B
FOXA1	FOXA1
ACAT1	ACAT1
ANKIB1	ANKIB1
HEY2	HEY2
UBA6	UBA6
GATAD1	GATAD1
CUL5	CUL5
ANKRD29	ANKRD29
U6	RNU6-1167P
U6	RNU6-1191P
U6	RNU6-871P
U6	RNU6-512P
U6	RNU6-1258P
U6	RNU6-947P
	SNORD50B
RRAGD	RRAGD
KIF25	KIF25
HDDC2	HDDC2
ACCSL	ACCS
ACCSL	ACCSL
SPTLC2	SPTLC2
CIP2A	CIP2A
SVIL	SVIL
DDX10	DDX10
GABRR1	GABRR1
ALKBH1	ALKBH1
RAB39A	RAB39A
SLIRP	SLIRP
AFDN	AFDN
PEX1	PEX1
	ZNF292
TPD52L1	TPD52L1
	GPAT3
KIAA1462	JCAD
LAMA3	LAMA3
SLC35F2	SLC35F2
TRAT1	TRAT1
YTHDC1	YTHDC1
RBM48	RBM48
MTPAP	MTPAP
SNW1	SNW1
HSD17B11	HSD17B11
RNF217	RNF217
FNDC1	FNDC1
EFCAB1	CLXN
	UGT2A1
	UGT2A2
	SULT2B1
MAP3K8	MAP3K8
HJURP	HJURP
FAM133B	FAM133B
FAM133B	FAM133A
SULT1B	SULT1B1
PIT54	CD5
PIT54	SSC5D
PIT54	CD163L1
GPR158	GPR158
ADCK1	ADCK1
GUCA1C	GUCA1C
EXPH5	EXPH5
CDK6	CDK6
SULT2B1	SULT2B1
NKAIN2	NKAIN2
CD163L	CD5
CD163L	SSC5D
CD163L	CD163L1
SAMD9L	SAMD9L
SAMD9L	SAMD9
SULT1B1	SULT1B1
NRXN3	NRXN3
STX11	STX11
FERD3L	FERD3L
KDELC2	POGLUT3
THOC1	THOC1
FAT4	FAT4
USP14	USP14
NECTIN3	NECTIN3
THNSL1	THNSL1
SLC46A3	SLC46A3
UTRN	UTRN
ROCK1	ROCK1
FLVCR2	FLVCR2
	BTN2A1
POMP	POMP
ENKUR	ENKUR
PLCXD2	PLCXD2
ALB	ALB
TRDN	TRDN
ERG28	ERG28
GREB1L	GREB1L
ENPP1	ENPP1
ESCO1	ESCO1
AFP	AFM
AFP	AFP
ENPP3	ENPP3
ABHD3	ABHD3
RASSF6	RASSF6
PHLDB2	PHLDB2
PRTFDC1	PRTFDC1
MIB1	MIB1
IL8L1	CXCL8
MTIF3	MTIF3
MED23	MED23
GATA6	GATA6
IL8L2	CXCL8
LNX2	LNX2
gga-mir-124c	MIR124-3
	PPBP
DCT	DCT
CCDC170	CCDC170
GTF3A	GTF3A
AKAP7	AKAP7
TGFB3	TGFB3
TTC39C	TTC39C
ALCAM	ALCAM
CWF19L2	CWF19L2
IMPA1	IMPA1
IFT43	IFT43
ARHGAP21	ARHGAP21
VMO1	VMO1
GPC6	GPC6
METTL21C	METTL21C
CBLB	CBLB
GUCY1A2	GUCY1A2
GPATCH2L	GPATCH2L
OSBPL1A	OSBPL1A
TPP2	TPP2
BAMBI	BAMBI
AASDHPPT	AASDHPPT
EPHA5	EPHA5
WAC	WAC
IMPACT	IMPACT
NEPRO	NEPRO
FGF14	FGF14
ESR1	ESR1
KBTBD3	KBTBD3
MSANTD4	MSANTD4
EPB41L2	EPB41L2
TRPC3	TRPC3
	SYNE1
ITGBL1	ITGBL1
MIR489	MIR489
	SSNA1
ESRRB	ESRRB
TAF13	TAF13
BBS7	BBS7
VASH1	VASH1
CCNA2	CCNA2
GTPBP8	GTPBP8
NALCN	NALCN
ANGEL1	ANGEL1
ABCB1LA	ABCB1
GRIA4	GRIA4
	LRRC74A
MYCT1	MYCT1
EXOSC9	EXOSC9
ZNF521	ZNF521
CIPC	CIPC
	CYB5B
GATA3	GATA3
CD200R1B	CD200R1L
CD200R1B	CD200R1
	PHF7
ZDHHC22	ZDHHC22
TMTC4	TMTC4
RAP2A	RAP2A
TMEM63C	TMEM63C
SFMBT2	SFMBT2
VIP	VIP
C4H4orf54	C4orf54
NGB	NGB
FBXO5	FBXO5
KIAA1217	KIAA1217
THAP8	THAP7
TMEM200A	TMEM200A
PDGFD	PDGFD
SLC35A5	SLC35A5
MTRF1L	MTRF1L
KLHL14	KLHL14
POMT2	POMT2
BZW2	BZW2
OPRM1	OPRM1
SAMD3	SAMD3
ITIH5	ITIH5
SLC27A2	SLC27A5
ANXA5	ANXA5
ATG3	ATG3
ITIH2	ITIH2
DYNC2H1	DYNC2H1
SLC19A2	SLC19A2
CYP51A1	CYP51A1
MTTP	MTTP
KIN	KIN
GSTZ1	GSTZ1
MBNL2	MBNL2
L3MBTL3	L3MBTL3
	FFAR2
DAPP1	DAPP1
CCDC181	CCDC181
TMEM244	TMEM244
TMED8	TMED8
FLT1	FLT1
ATP5C1	ATP5F1C
OXGR1	OXGR1
MPP7	MPP7
	OXGR1
IFNGR1	IFNGR1
TAF3	TAF3
BLZF1	BLZF1
SAMD15	SAMD15
PAN3	PAN3
IL22RA2	IL22RA2
ARMC4	ODAD2
QRFPR	QRFPR
PTCHD3	PTCHD3
PSPC1	PSPC1
	PTCHD3
SCAF8	SCAF8
TIAM2	TIAM2
ASXL3	ASXL3
LAMTOR3	LAMTOR3
YME1L1	YME1L1
MPHOSPH8	MPHOSPH8
IL20RA	IL20RA
PARP4	PARP4
CHCHD3	CHCHD3
SLC35D3	SLC35D3
NOL4L	NOL4
HS6ST3	HS6ST3
TFB1M	TFB1M
DNAJB14	DNAJB14
CENPJ	CPAP
MASTL	MASTL
CLDN20	CLDN20
VIPAS39	VIPAS39
PLXNA4	PLXNA4
NME7	NME7
AHSA1	AHSA1
PEX7	PEX7
DCTN1	DCTN1
PCGF1	PCGF1
UGGT2	UGGT2
MAP3K5	MAP3K5
RNF17	RNF17
NOX3	NOX3
FBXO30	FBXO30
ACBD5	ACBD5
ARHGAP20	ARHGAP20
DTNA	DTNA
	ABI1
M1AP	M1AP
FDX1	FDX1
DNAJC3	DNAJC3
TNIP3	TNIP3
SHPRH	SHPRH
MEIS2	MEIS2
CAMK1D	CAMK1D
ATP1B1	ATP1B1
RDX	RDX
MAP7	MAP7
AUP1	AUP1
H2AZ1	H2AZ1
CCDC3	CCDC3
DPT	DPT
GRM1	GRM1
CDIN1	CDIN1
HTRA2	HTRA2
EMCN	EMCN
DZIP1	DZIP1
FGF9	FGF9
RAB32	RAB32
OPTN	OPTN
MAPRE2	MAPRE2
PDSS1	PDSS1
CPOX	CPOX
CLDN10	CLDN10
MCM10	MCM10
ADGB	ADGB
PHYH	PHYH
MICU2	MICU2
SEPHS1	SEPHS1
NDNF	NDNF
BCLAF1	BCLAF1
ABCC4	ABCC4
BEND7	BEND7
CEBPD	CEBPD
FFAR2L	FFAR2
DPH6	DPH6
APBB1IP	APBB1IP
PRKCQ	PRKCQ
GR42L6	FFAR2
STXBP5	STXBP5
MTFR2	MTFR2
GAD2	GAD2
	RNF212B
PRKDC	PRKDC
PPP3CA	PPP3CA
LOXL3	LOXL3
	CARMIL3
DHRS4	DHRS2
ST3GAL6	ST3GAL6
	DQX1
ELAPOR2	ELAPOR2
ZNF770	ZNF770
ZDHHC20	ZDHHC20
MCM4	MCM4
GRM3	GRM3
GPC5	GPC5
PRDM5	PRDM5
MAD2L1	MAD2L1
AQR	AQR
PDE7B	PDE7B
GPR180	GPR180
TBX19	TBX19
UBE2V2	UBE2V2
SASH1	SASH1
BANK1	BANK1
ACTC1	ACTC1
